"STATE/UT","CRIME HEAD","YEAR","Below 18 Years","Between 18-30 Years","Between 30-45 Years","Between 45-60 Years","Above 60 Years","Total"
"CHANDIGARH","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2009,0,0,0,0,0,0
"D & N HAVELI","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2009,0,0,0,0,0,0
"DAMAN & DIU","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2009,0,0,0,0,0,0
"DELHI","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2009,0,0,0,0,0,0
"LAKSHADWEEP","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2009,0,0,0,0,0,0
"PUDUCHERRY","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2009,0,0,0,0,0,0
"TOTAL (UTs)","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2009,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","OFFENCES BY OR AGAINST PUBLIC SERVANT (SECTION 167, 172, 173, 175 IPC)",2009,0,0,0,0,0,0
"ANDHRA PRADESH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"ARUNACHAL PRADESH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"ASSAM","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"BIHAR","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"CHHATTISGARH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"GOA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"GUJARAT","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"HARYANA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"HIMACHAL PRADESH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"JAMMU & KASHMIR","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"JHARKHAND","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"KARNATAKA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"KERALA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"MADHYA PRADESH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"MAHARASHTRA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"MANIPUR","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"MEGHALAYA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"MIZORAM","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"NAGALAND","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"ORISSA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"PUNJAB","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"RAJASTHAN","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"SIKKIM","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"TAMIL NADU","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"TRIPURA","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"UTTAR PRADESH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"UTTARAKHAND","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"WEST BENGAL","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"TOTAL (STATES)","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"A & N ISLANDS","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"CHANDIGARH","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"D & N HAVELI","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"DAMAN & DIU","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"DELHI","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"LAKSHADWEEP","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"PUDUCHERRY","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"TOTAL (UTs)","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","FALSE ELECTRONIC EVIDENCE (SECTION 193 IPC)",2009,0,0,0,0,0,0
"ANDHRA PRADESH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"ARUNACHAL PRADESH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"ASSAM","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"BIHAR","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"CHHATTISGARH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"GOA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"GUJARAT","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"HARYANA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"HIMACHAL PRADESH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"JAMMU & KASHMIR","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"JHARKHAND","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"KARNATAKA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"KERALA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"MADHYA PRADESH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"MAHARASHTRA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"MANIPUR","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"MEGHALAYA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"MIZORAM","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"NAGALAND","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"ORISSA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"PUNJAB","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"RAJASTHAN","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"SIKKIM","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"TAMIL NADU","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"TRIPURA","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"UTTAR PRADESH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"UTTARAKHAND","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"WEST BENGAL","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"TOTAL (STATES)","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"A & N ISLANDS","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"CHANDIGARH","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"D & N HAVELI","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"DAMAN & DIU","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"DELHI","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"LAKSHADWEEP","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"PUDUCHERRY","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"TOTAL (UTs)","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","DESTRUCTION OF ELECTRONIC EVIDENCE (SECTION 204, 477 IPC)",2009,0,0,0,0,0,0
"ANDHRA PRADESH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,2,1,0,0,3
"ARUNACHAL PRADESH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"ASSAM","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"BIHAR","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"CHHATTISGARH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,7,23,7,0,37
"GOA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"GUJARAT","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,16,3,1,0,20
"HARYANA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"HIMACHAL PRADESH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"JAMMU & KASHMIR","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"JHARKHAND","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"KARNATAKA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"KERALA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"MADHYA PRADESH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,1,1,0,0,2
"MAHARASHTRA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,28,24,10,1,63
"MANIPUR","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"MEGHALAYA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"MIZORAM","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"NAGALAND","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"ORISSA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"PUNJAB","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,4,0,0,4
"RAJASTHAN","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"SIKKIM","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"TAMIL NADU","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,1,0,0,1
"TRIPURA","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"UTTAR PRADESH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,3,4,0,0,7
"UTTARAKHAND","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"WEST BENGAL","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,18,3,0,0,21
"TOTAL (STATES)","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,75,64,18,1,158
"A & N ISLANDS","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"CHANDIGARH","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"D & N HAVELI","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"DAMAN & DIU","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"DELHI","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,1,2,0,0,3
"LAKSHADWEEP","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"PUDUCHERRY","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,0,0,0,0,0
"TOTAL (UTs)","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,1,2,0,0,3
"TOTAL (ALL-INDIA)","FORGERY (SECTION 463, 465, 466, 468, 469, 471, 474, 476, 477A IPC)",2009,0,76,66,18,1,161
"ANDHRA PRADESH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,1,0,1
"ARUNACHAL PRADESH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"ASSAM","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"BIHAR","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"CHHATTISGARH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,1,3,1,0,5
"GOA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,1,0,0,1
"GUJARAT","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,2,0,0,0,2
"HARYANA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"HIMACHAL PRADESH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"JAMMU & KASHMIR","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"JHARKHAND","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"KARNATAKA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"KERALA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"MADHYA PRADESH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"MAHARASHTRA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,9,13,4,0,26
"MANIPUR","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"MEGHALAYA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"MIZORAM","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"NAGALAND","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"ORISSA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,3,5,0,0,8
"PUNJAB","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,8,16,6,0,30
"RAJASTHAN","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,2,0,0,0,2
"SIKKIM","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"TAMIL NADU","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,1,1,2,0,4
"TRIPURA","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"UTTAR PRADESH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"UTTARAKHAND","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"WEST BENGAL","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"TOTAL (STATES)","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,26,39,14,0,79
"A & N ISLANDS","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"CHANDIGARH","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"D & N HAVELI","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"DAMAN & DIU","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"DELHI","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"LAKSHADWEEP","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"PUDUCHERRY","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"TOTAL (UTs)","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","CRIMINAL BREACH OF TRUST OR FRAUD (SECTION 405, 406, 408, 409 IPC)",2009,0,26,39,14,0,79
"ANDHRA PRADESH","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"ARUNACHAL PRADESH","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"ASSAM","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"BIHAR","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"CHHATTISGARH","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"GOA","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"GUJARAT","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,3,0,0,0,3
"HARYANA","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"HIMACHAL PRADESH","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"JAMMU & KASHMIR","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"JHARKHAND","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"KARNATAKA","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"KERALA","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"MADHYA PRADESH","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"MAHARASHTRA","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"MANIPUR","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"MEGHALAYA","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"MIZORAM","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"NAGALAND","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"ORISSA","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"PUNJAB","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"RAJASTHAN","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"SIKKIM","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"TAMIL NADU","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"TRIPURA","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"UTTAR PRADESH","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"UTTARAKHAND","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"WEST BENGAL","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"TOTAL (STATES)","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,3,0,0,0,3
"A & N ISLANDS","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"CHANDIGARH","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"D & N HAVELI","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"DAMAN & DIU","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"DELHI","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"LAKSHADWEEP","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"PUDUCHERRY","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"TOTAL (UTs)","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,0,0,0,0,0
"TOTAL (ALL-INDIA)","COUNTERFEITING - PROPERTY OR MARK (SECTION 482, 183, 483, 484, 485 IPC)",2009,0,3,0,0,0,3
"ANDHRA PRADESH","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
"ARUNACHAL PRADESH","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
"ASSAM","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
"BIHAR","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
"CHHATTISGARH","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
"GOA","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
"GUJARAT","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
"HARYANA","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
"HIMACHAL PRADESH","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
"JAMMU & KASHMIR","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
"JHARKHAND","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
"KARNATAKA","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
"KERALA","COUNTERFEITING - TAMPERING (SECTION 489 IPC)",2009,0,0,0,0,0,0
